 	X	Y
1	925	656
2	280	868
3	274	834
4	268	863
5	270	841
6	266	871
7	928	680
8	271	873
9	914	625
10	273	861
11	282	849
12	683	826
13	279	896
14	694	819
15	688	819
16	889	631
17	921	635
18	717	699
19	884	842
20	883	830
21	698	840
22	938	651
23	715	860
24	792	749
25	724	696
26	696	864
27	716	731
28	729	760
29	796	761
30	257	818
31	204	934
32	902	723
33	709	899
34	722	719
35	974	773
36	697	806
37	886	812
38	883	608
39	912	1023
40	816	724
41	897	736
42	637	910
43	237	938
44	872	1042
45	854	990
46	751	1023
47	934	663
48	701	958
49	716	877
50	278	938
51	784	990
52	708	873
53	809	866
54	809	845
55	677	919
56	711	824
57	824	973
58	256	1040
59	811	737
60	717	1043
61	642	858
62	708	735
63	279	992
64	765	907
65	890	673
66	634	935
67	668	1047
68	743	1000
69	687	902
70	741	912
71	645	992
72	644	831
73	462	900
74	702	895
75	819	919
76	919	1044
77	726	977
78	736	743
79	869	837
80	734	930
81	698	990
82	442	856
83	877	992
84	634	883
85	937	996
86	644	966
87	906	1044
88	717	914
89	838	1045
90	247	1013
91	770	972
92	216	1043
93	803	1006
94	277	771
95	714	1027
96	880	802
97	807	978
98	828	728
99	753	1042
100	297	956
101	618	1021
102	297	1000
103	711	976
104	835	1001
105	730	1042
106	783	774
107	823	1003
108	633	967
109	961	688
110	595	931
111	722	756
112	467	921
