 	X	Y
1	872	915
2	704	854
3	943	827
4	703	874
5	695	850
6	666	997
7	647	901
8	220	973
9	921	855
10	688	986
11	645	914
12	620	888
13	714	876
14	333	982
15	916	641
16	863	909
17	907	634
18	288	832
19	652	1009
20	698	1004
21	915	633
22	699	933
23	275	824
24	636	875
25	690	855
26	697	839
27	717	859
28	641	903
29	676	997
30	634	898
31	771	997
32	765	967
33	314	1048
34	665	1047
35	920	625
36	694	991
37	909	1045
38	472	951
39	871	936
40	788	965
41	900	652
42	831	953
43	654	997
44	804	940
45	710	991
46	620	1044
47	868	971
48	282	805
49	472	938
50	768	1044
51	191	1011
52	636	1047
53	759	988
54	798	991
55	707	1013
56	956	1043
57	706	1043
58	838	1011
59	333	1017
60	281	1041
61	712	843
62	749	1043
63	832	1026
64	236	1048
65	780	959
66	745	986
67	780	984
68	892	926
69	798	969
70	617	1022
71	881	1026
72	261	810
73	658	1008
74	222	1033
75	917	650
76	766	1021
77	304	1028
78	842	930
79	648	969
80	662	1021
81	814	935
82	718	757
83	903	952
84	682	1047
85	924	826
86	734	1042
87	811	983
88	256	1042
89	197	1022
90	307	1046
91	600	1044
92	911	650
93	278	813
94	797	1045
95	897	1024
96	431	1005
97	848	1044
98	634	1023
99	866	987
100	353	1044
101	370	1026
102	413	959
103	698	1045
104	874	990
105	694	1027
106	899	969
107	811	1020
108	930	842
109	843	954
110	859	1022
111	358	1013
112	724	753
113	779	1021
114	516	1001
115	540	1045
116	797	1018
117	325	965
118	933	926
119	725	728
120	292	1031
121	776	748
