 	X	Y
1	813	634
2	275	832
3	265	821
4	261	816
5	287	831
6	255	811
7	283	824
8	898	510
9	599	626
10	895	1016
11	874	1024
12	768	998
13	903	1021
14	912	627
15	893	507
16	255	920
17	784	1026
18	879	1045
19	728	1043
20	884	1004
21	887	1043
22	216	803
23	743	750
24	621	641
25	788	997
26	824	704
27	830	1012
28	270	810
29	918	608
30	961	1021
31	666	1021
32	805	972
33	785	1043
34	814	1020
35	870	923
36	941	1049
37	806	1020
38	247	806
39	865	641
40	280	813
41	758	1004
42	196	805
43	802	720
44	951	1043
45	861	622
46	707	719
47	283	748
48	395	774
49	820	736
50	867	1046
51	748	948
52	274	858
53	915	1026
54	724	1006
55	904	994
56	663	1045
57	216	832
58	695	772
59	715	740
60	727	712
61	746	918
62	635	1046
63	945	1028
64	720	719
65	224	814
66	262	1021
67	879	603
68	878	951
69	821	981
70	743	851
71	858	962
72	803	749
73	875	989
74	712	902
75	262	871
76	219	1021
77	838	903
78	289	1001
79	421	801
80	178	1022
81	707	750
82	813	701
83	932	343
