 	X	Y
1	768	35
2	771	54
3	795	52
4	789	6
5	781	6
6	362	753
7	773	3
8	764	44
9	766	0
10	790	53
11	801	28
12	803	6
13	781	52
14	791	31
15	770	1025
16	882	463
17	923	489
18	915	89
19	970	146
20	507	745
21	886	1044
22	747	1005
23	925	87
24	0	785
25	820	0
26	917	1044
27	786	26
28	740	1042
29	948	98
30	240	772
31	900	434
32	925	103
33	961	176
34	887	1021
35	753	1000
36	662	1045
37	872	1018
38	606	636
39	748	0
40	826	1043
41	924	389
42	769	1044
43	838	986
44	771	992
45	886	138
46	882	966
47	927	1045
48	778	1045
49	824	995
50	394	705
51	734	1044
52	736	1020
53	801	554
54	869	957
55	882	1029
56	594	1009
57	221	1043
58	954	988
59	721	963
60	787	1044
61	278	789
62	688	993
63	884	488
64	939	380
65	832	1045
66	951	1040
67	730	995
68	792	310
69	298	773
70	719	999
71	736	958
72	812	535
73	902	978
74	878	167
75	633	1043
76	211	758
77	436	713
78	955	372
79	210	1001
80	786	342
81	777	275
