 	X	Y
1	657	48
2	653	42
3	655	63
4	740	45
5	648	36
6	740	63
7	642	56
8	745	45
9	786	20
10	778	3
11	669	49
12	770	6
13	647	72
14	679	149
15	674	146
16	632	120
17	779	24
18	663	64
19	808	3
20	731	61
21	733	78
22	543	640
23	751	47
24	757	48
25	576	180
26	631	69
27	770	30
28	533	646
29	825	6
30	796	20
31	792	19
32	635	63
33	508	630
34	761	34
35	579	202
36	665	151
37	626	65
38	793	1013
39	531	624
40	784	34
41	659	182
42	654	328
43	920	108
44	753	1042
45	580	190
46	746	1042
47	738	938
48	0	203
49	705	1043
50	653	9
51	774	50
52	652	1043
53	625	94
54	239	704
55	730	112
56	835	31
57	927	111
58	725	76
59	0	678
60	813	1043
61	668	633
62	644	129
63	887	158
64	780	996
65	720	111
66	863	977
67	594	1021
68	663	650
69	685	1021
70	688	141
71	749	158
72	722	1044
73	902	1043
74	924	1007
75	681	641
76	757	498
77	721	136
78	582	615
79	912	988
80	825	1002
81	489	663
82	776	1033
83	892	1028
84	175	998
85	875	987
86	768	1049
87	821	35
88	901	1000
89	800	1019
90	879	942
91	663	1001
92	664	1027
93	754	176
94	837	1045
95	852	1024
96	757	112
97	778	559
98	736	1018
99	651	992
100	261	1037
101	585	223
102	604	147
103	885	1043
104	872	926
105	623	1000
106	637	950
107	207	1042
108	720	27
109	942	1023
110	663	984
111	908	969
112	831	914
113	210	277
114	827	900
115	799	206
116	728	561
117	602	170
118	0	654
119	875	182
120	196	9
121	733	182
122	468	9
123	741	185
124	615	10
125	752	431
126	0	708
127	552	0
