 	X	Y
1	750	28
2	663	49
3	745	31
4	656	48
5	654	57
6	735	41
7	727	52
8	654	34
9	652	75
10	635	67
11	797	4
12	679	159
13	757	46
14	636	97
15	630	64
16	774	4
17	541	644
18	789	0
19	663	69
20	507	636
21	632	127
22	742	52
23	802	2
24	789	26
25	669	48
26	711	79
27	579	206
28	757	24
29	532	641
30	780	26
31	648	45
32	775	33
33	643	44
34	632	106
35	620	75
36	819	2
37	603	146
38	812	2
39	734	75
40	889	1022
41	641	71
42	705	99
43	909	1002
44	572	211
45	716	71
46	665	154
47	569	192
48	831	6
49	661	183
50	722	144
51	904	1022
52	25	536
53	655	332
54	738	979
55	759	493
56	652	338
57	732	1043
58	777	979
59	741	74
60	898	1010
61	645	121
62	204	270
63	493	664
64	633	83
65	543	0
66	652	1022
67	756	999
68	926	107
69	211	275
70	875	1007
71	663	652
72	864	960
73	195	7
74	690	954
75	651	106
76	453	10
77	889	990
78	660	19
79	618	6
80	932	995
81	662	1045
82	663	623
83	888	152
84	671	628
85	726	93
86	917	1045
87	760	1045
88	671	177
89	669	1022
90	645	25
91	770	1026
92	62	692
93	207	1043
94	602	166
95	559	7
96	964	1045
97	871	1017
98	208	692
99	947	992
100	671	645
101	726	3
102	610	1041
103	707	1006
104	623	1025
105	737	1019
106	703	629
107	773	1045
108	829	1008
109	0	682
110	801	49
111	715	928
112	694	988
113	755	67
114	657	941
115	822	911
116	870	977
117	693	594
118	931	857
119	624	38
120	153	725
121	159	1043
122	0	661
123	582	610
124	332	710
125	618	659
126	0	201
