 	X	Y
1	269	838
2	279	850
3	285	853
4	275	836
5	269	862
6	262	833
7	270	893
8	928	634
9	264	888
10	271	875
11	894	642
12	283	881
13	283	829
14	939	669
15	873	597
16	841	801
17	724	733
18	705	836
19	782	777
20	278	751
21	290	869
22	267	816
23	714	720
24	291	765
25	879	628
26	810	730
27	268	919
28	767	1043
29	891	616
30	898	627
31	750	975
32	637	843
33	791	1030
34	727	989
35	790	771
36	823	748
37	273	914
38	851	1043
39	885	635
40	276	806
41	744	750
42	934	698
43	921	588
44	783	1024
45	741	1047
46	707	950
47	763	976
48	213	1028
49	777	1030
50	942	636
51	751	1013
52	975	741
53	809	717
54	876	1017
55	901	642
56	799	1016
57	884	953
58	801	852
59	789	970
60	959	1025
61	826	1044
62	798	1044
63	893	660
64	951	1044
65	826	967
66	741	738
67	720	974
68	744	1026
69	742	973
70	700	927
71	915	1045
72	970	1005
73	231	1042
74	653	1003
75	871	624
76	900	1022
77	728	1015
78	672	1016
79	786	720
80	808	958
81	702	976
82	709	739
83	313	1046
84	582	1048
85	703	886
86	715	961
87	959	678
