 	X	Y
1	700	847
2	220	974
3	666	997
4	704	854
5	703	874
6	915	632
7	714	877
8	664	989
9	472	951
10	717	860
11	943	827
12	766	1021
13	645	915
14	631	876
15	288	834
16	688	986
17	711	992
18	695	851
19	921	624
20	944	816
21	641	902
22	622	884
23	765	966
24	698	1004
25	804	941
26	872	916
27	690	856
28	627	902
29	275	825
30	900	651
31	716	842
32	711	855
33	634	899
34	634	1024
35	870	926
36	693	993
37	431	1005
38	261	811
39	706	951
40	635	1047
41	617	1022
42	647	995
43	696	875
44	777	757
45	710	974
46	648	905
47	897	1025
48	648	969
49	634	996
50	740	974
51	863	909
52	223	991
53	333	982
54	862	1025
55	711	728
56	749	1043
57	282	806
58	828	969
59	820	966
60	272	994
61	473	931
62	956	1043
63	761	1044
64	837	987
65	780	960
66	908	634
67	842	931
68	333	1016
69	814	935
70	179	1004
71	846	1023
72	413	959
73	881	1027
74	923	1044
75	540	1044
76	863	944
77	223	1045
78	866	988
79	909	1045
80	780	984
81	930	842
82	187	1013
83	850	908
84	888	999
85	838	1044
86	839	1010
87	720	1041
88	782	770
89	903	953
90	691	972
91	900	735
92	874	966
93	277	1044
94	921	857
95	307	1045
96	314	1048
97	787	980
98	914	805
99	577	968
100	729	990
101	251	982
102	423	974
103	916	1007
104	579	990
105	515	1023
106	406	993
107	187	980
108	322	998
109	288	1003
110	940	995
