 	X	Y
1	798	3
2	768	0
3	781	0
4	772	4
5	788	4
6	805	5
7	889	481
8	787	57
9	795	69
10	905	484
11	795	43
12	254	791
13	888	492
14	887	1043
15	834	950
16	787	30
17	247	786
18	261	795
19	940	294
20	882	485
21	780	32
22	775	26
23	607	779
24	795	26
25	935	399
26	800	58
27	211	774
28	752	1019
29	885	151
30	969	166
31	746	1040
32	817	11
33	591	615
34	881	465
35	797	1023
36	897	1041
37	802	26
38	286	799
39	910	1024
40	647	1040
41	761	1043
42	736	966
43	730	961
44	654	1043
45	924	395
46	916	1042
47	814	1020
48	842	1007
49	728	930
50	879	1045
51	922	508
52	929	988
53	586	640
54	234	776
55	632	991
56	735	714
57	780	936
58	703	1045
59	884	1019
60	775	972
61	844	1045
62	751	4
63	861	608
64	680	1021
65	599	621
66	766	939
67	925	303
68	942	410
69	634	1021
70	866	966
71	818	632
72	907	966
73	286	1049
74	869	942
75	708	1023
76	660	955
77	842	877
78	0	788
