 	X	Y
1	794	0
2	799	0
3	788	0
4	782	3
5	769	0
6	765	6
7	256	796
8	795	60
9	776	0
10	894	491
11	885	489
12	248	790
13	941	298
14	782	1017
15	885	155
16	786	58
17	904	487
18	893	471
19	0	768
20	931	303
21	267	797
22	807	1022
23	935	404
24	871	1042
25	797	1045
26	813	620
27	836	962
28	853	959
29	591	620
30	722	687
31	696	1020
32	865	1029
33	811	28
34	601	633
35	702	1009
36	920	997
37	761	1030
38	901	1028
39	811	599
40	870	1000
41	879	1043
42	801	40
43	920	304
44	942	1043
45	821	955
46	759	1
47	838	1041
48	794	30
49	762	996
50	830	1001
51	795	968
52	892	963
53	842	983
54	236	781
55	803	1008
56	958	1023
57	699	937
58	718	990
59	969	172
60	852	1024
61	672	992
62	0	786
63	777	944
64	920	510
65	615	1042
66	687	946
67	684	1046
68	949	1044
69	829	925
70	818	916
71	212	780
72	398	787
73	657	1001
74	957	67
75	942	344
76	913	1024
77	866	990
78	278	806
79	744	1046
80	606	769
81	865	965
82	736	704
83	946	966
84	578	1047
85	344	1023
86	880	903
87	208	1044
88	181	1044
89	861	613
90	924	586
