 	X	Y
1	789	38
2	788	4
3	787	30
4	772	1
5	796	5
6	771	41
7	889	478
8	800	58
9	800	0
10	781	53
11	0	791
12	813	5
13	246	784
14	254	789
15	786	56
16	596	628
17	780	29
18	598	616
19	794	31
20	882	485
21	765	1006
22	802	44
23	934	297
24	790	64
25	922	505
26	886	967
27	651	1045
28	865	631
29	211	770
30	287	797
31	940	1044
32	940	292
33	260	790
34	936	396
35	756	1047
36	800	21
37	903	480
38	877	982
39	943	1012
40	819	974
41	834	1025
42	844	1044
43	852	980
44	820	944
45	926	1043
46	770	901
47	614	635
48	947	974
49	813	561
50	903	1009
51	724	981
52	776	1015
53	810	1041
54	811	612
55	215	992
56	843	997
57	972	179
58	737	1021
59	810	943
60	906	455
61	676	965
62	264	1002
63	861	1044
64	952	1006
65	871	1020
66	770	1020
67	943	407
68	913	1000
69	271	793
70	665	954
71	179	996
72	859	1008
73	889	1016
74	908	502
75	760	935
76	910	1025
77	899	461
78	615	672
79	179	1049
80	732	670
81	397	698
82	913	110
83	968	88
