 	X	Y
1	779	5
2	927	153
3	801	4
4	644	100
5	773	47
6	812	2
7	643	80
8	775	27
9	818	4
10	343	672
11	629	76
12	800	27
13	784	21
14	765	2
15	816	33
16	803	48
17	773	262
18	813	90
19	787	30
20	917	143
21	785	51
22	639	109
23	881	1049
24	915	1018
25	824	50
26	776	245
27	779	74
28	678	660
29	915	1042
30	817	76
31	907	973
32	838	964
33	674	1020
34	869	1023
35	794	48
36	760	1025
37	768	24
38	901	1001
39	339	697
40	663	1042
41	783	249
42	885	1025
43	921	162
44	194	946
45	855	1044
46	845	1042
47	951	1001
48	809	1044
49	706	991
50	927	110
51	782	1026
52	839	0
53	835	1021
54	913	95
55	792	358
56	853	1018
57	719	1024
58	639	989
59	685	985
60	798	1021
61	652	1042
62	584	639
63	649	1020
64	655	1010
65	820	977
66	894	970
67	802	95
68	805	1027
69	670	999
70	401	699
71	896	118
72	922	90
73	909	1010
74	911	145
75	846	1020
76	831	981
77	862	993
78	603	1043
79	767	1044
80	598	1020
81	629	1023
82	749	1019
83	395	719
84	899	140
85	955	350
86	688	1021
87	652	983
88	648	711
89	941	1049
90	732	1002
91	643	1004
92	771	989
93	773	1004
94	836	295
95	726	259
96	185	1020
97	778	537
98	881	447
99	809	954
100	824	925
101	870	939
102	751	939
103	762	308
104	620	1025
105	359	681
106	233	1020
107	326	788
108	813	282
109	818	1047
110	966	116
111	868	184
112	233	756
113	271	672
114	921	469
