 	X	Y
1	775	4
2	653	50
3	634	71
4	656	40
5	647	47
6	650	43
7	633	59
8	650	72
9	659	49
10	627	71
11	770	0
12	651	62
13	630	110
14	782	16
15	783	3
16	801	6
17	576	196
18	661	153
19	823	5
20	578	181
21	805	33
22	817	32
23	645	66
24	785	36
25	681	649
26	775	31
27	832	45
28	777	180
29	798	51
30	641	75
31	796	37
32	785	48
33	640	91
34	0	697
35	810	5
36	752	998
37	895	137
38	924	128
39	363	662
40	814	50
41	813	27
42	866	1045
43	727	271
44	824	30
45	624	49
46	918	120
47	839	19
48	857	1025
49	724	1002
50	837	0
51	897	1045
52	295	710
53	758	1044
54	828	60
55	887	1047
56	958	1022
57	756	1020
58	639	130
59	676	127
60	712	1045
61	791	61
62	582	628
63	244	662
64	807	86
65	675	962
66	512	617
67	720	1045
68	0	728
69	923	974
70	625	91
71	766	229
72	806	1025
73	850	997
74	533	615
75	729	549
76	782	1003
77	826	941
78	770	323
79	963	1044
80	865	1021
81	852	944
82	882	168
83	764	119
84	677	154
85	877	1020
86	647	123
87	208	1019
88	930	1021
89	858	993
90	673	1022
91	789	1046
92	888	960
93	646	1015
94	720	1030
95	837	919
96	796	1026
97	687	1002
98	663	979
99	787	986
100	635	1016
101	903	141
102	675	670
103	773	259
104	832	264
105	736	976
106	866	962
107	331	682
108	646	710
109	738	239
110	873	197
111	883	96
112	659	7
113	810	228
114	124	750
115	166	1039
116	591	630
117	794	337
118	962	321
