 	X	Y
1	792	1
2	772	51
3	779	5
4	788	41
5	777	39
6	774	2
7	796	28
8	767	46
9	771	29
10	793	44
11	792	52
12	769	5
13	798	62
14	886	468
15	801	54
16	807	3
17	922	495
18	776	60
19	913	100
20	970	161
21	769	64
22	903	443
23	626	1018
24	891	480
25	642	1021
26	394	705
27	694	1045
28	641	1044
29	728	703
30	598	629
31	893	471
32	430	721
33	757	0
34	817	946
35	959	96
36	881	994
37	614	630
38	668	1023
39	702	1046
40	878	476
41	841	951
42	767	969
43	906	1022
44	259	785
45	870	1044
46	245	780
47	647	964
48	817	624
49	863	1044
50	902	469
51	201	1046
52	591	602
53	897	1001
54	849	1045
55	756	25
56	968	142
57	211	763
58	815	1044
59	794	1023
60	819	550
61	742	1045
62	657	1008
63	928	382
64	730	681
65	935	289
66	725	1044
67	772	1042
68	691	947
69	812	546
70	169	1043
71	623	1047
72	831	990
73	965	999
74	760	986
75	803	1008
76	868	1019
77	901	1043
78	925	1021
79	884	148
80	230	988
81	726	975
82	688	978
83	877	1027
84	839	0
85	941	301
86	771	947
87	832	0
88	252	1022
89	800	544
90	756	886
91	283	1042
92	651	974
93	296	780
94	713	874
95	748	316
