 	X	Y
1	731	26
2	653	53
3	707	59
4	750	25
5	785	6
6	542	649
7	666	43
8	655	76
9	537	651
10	662	50
11	532	641
12	636	70
13	793	4
14	779	0
15	705	67
16	525	651
17	655	25
18	507	638
19	631	108
20	734	37
21	557	112
22	651	79
23	680	165
24	749	14
25	629	71
26	824	8
27	774	5
28	581	214
29	520	634
30	714	47
31	575	184
32	709	50
33	644	49
34	754	19
35	731	72
36	498	632
37	510	626
38	675	159
39	662	184
40	660	41
41	799	10
42	760	490
43	211	269
44	632	132
45	620	76
46	698	84
47	766	10
48	808	1045
49	756	65
50	793	27
51	636	97
52	603	142
53	738	31
54	575	199
55	742	58
56	835	1043
57	814	5
58	675	76
59	625	83
60	648	642
61	831	4
62	505	670
63	680	87
64	805	7
65	693	595
66	569	217
67	838	5
68	783	28
69	720	51
70	671	631
71	732	10
72	756	45
73	726	47
74	676	1043
75	871	978
76	24	544
77	735	0
78	506	689
79	690	1009
80	933	1048
81	757	4
82	742	539
83	0	667
84	767	33
85	766	53
86	659	158
87	689	1046
88	858	1029
89	728	1018
90	661	1044
91	819	1031
92	703	112
93	694	61
94	664	631
95	312	709
96	653	340
97	748	1024
98	699	983
99	686	995
100	875	959
101	733	1043
102	796	990
103	727	104
104	207	261
105	926	103
106	870	1015
107	646	121
108	830	56
109	900	1022
110	620	99
111	839	1016
112	541	701
113	810	1012
114	568	195
115	650	978
116	802	60
117	245	727
118	468	0
119	601	160
120	778	55
121	642	944
122	0	195
123	751	349
124	233	728
125	702	1044
126	195	4
127	888	148
128	633	1044
129	907	1002
130	777	1015
131	765	1046
132	916	971
133	649	662
134	615	656
135	471	655
136	629	1009
137	722	123
138	819	925
139	558	4
140	718	946
141	941	1017
142	453	8
143	606	1021
144	597	1043
145	646	317
146	681	143
147	620	0
148	195	1046
