 	X	Y
1	634	893
2	325	1014
3	922	834
4	429	1018
5	709	864
6	219	999
7	706	932
8	823	1003
9	871	904
10	219	992
11	656	1009
12	703	863
13	885	978
14	428	1029
15	634	1045
16	717	1041
17	625	901
18	787	1002
19	697	928
20	396	953
21	670	994
22	892	1019
23	192	1029
24	203	1021
25	635	1005
26	920	644
27	229	997
28	926	963
29	921	634
30	805	970
31	649	992
32	787	1015
33	716	860
34	835	1020
35	408	1040
36	854	917
37	770	981
38	197	1044
39	644	897
40	792	1044
41	394	984
42	674	983
43	808	995
44	865	919
45	742	1017
46	655	986
47	233	1045
48	641	1000
49	173	1008
50	799	996
51	878	1045
52	916	936
53	446	1043
54	311	1031
55	602	1043
56	582	1022
57	651	1046
58	180	1032
59	630	1021
60	896	951
61	859	962
62	178	1043
63	777	1028
64	861	902
65	645	978
66	847	991
67	215	1049
68	819	1044
69	817	979
70	749	1047
71	249	1048
72	724	736
73	854	1044
74	663	981
75	944	828
76	509	1045
77	344	1044
78	763	1004
79	545	1042
80	944	1044
81	866	981
82	748	1023
83	857	1020
84	304	1044
85	538	1044
86	832	967
87	269	1045
88	790	987
89	946	957
90	420	1044
91	332	1045
92	243	1026
93	688	1020
94	870	998
95	922	1042
96	841	1005
97	317	1018
98	634	914
99	639	1019
100	622	1006
101	247	1000
102	701	988
103	295	818
104	905	945
105	633	867
106	910	956
107	320	1049
108	435	1023
109	561	1025
110	695	952
111	561	1002
112	959	942
113	249	795
114	872	861
115	367	978
116	469	998
117	684	819
