 	X	Y
1	502	664
2	686	16
3	555	115
4	646	34
5	561	0
6	550	7
7	507	667
8	500	626
9	647	73
10	558	10
11	503	634
12	648	96
13	626	75
14	699	2
15	574	188
16	529	630
17	652	63
18	508	629
19	494	632
20	629	81
21	696	8
22	516	665
23	516	630
24	536	5
25	600	145
26	175	313
27	719	8
28	28	556
29	644	12
30	726	0
31	558	136
32	783	28
33	672	26
34	553	17
35	613	32
36	730	51
37	742	2
38	581	208
39	690	27
40	213	246
41	574	216
42	561	111
43	183	303
44	710	20
45	564	28
46	666	22
47	538	629
48	467	674
49	598	161
50	459	689
51	7	629
52	500	710
53	679	354
54	546	116
55	465	706
56	820	271
57	741	1018
58	679	183
59	570	118
60	505	682
61	664	999
62	736	2
63	656	43
64	638	116
65	660	32
66	694	44
67	934	1013
68	480	693
69	668	47
70	683	102
71	740	28
72	928	1002
73	803	6
74	0	177
75	871	1000
76	653	318
77	633	46
78	750	6
79	639	82
80	839	1026
81	875	1026
82	169	1003
83	622	111
84	756	30
85	888	1042
86	638	5
87	631	978
88	752	999
89	580	238
90	773	56
91	922	1029
92	759	1043
93	803	982
94	880	957
95	25	536
96	646	1024
97	818	1048
98	903	999
99	767	963
100	631	299
101	664	69
102	685	325
103	873	1046
104	616	9
105	680	648
106	743	991
107	537	29
108	776	1026
109	643	1044
110	659	101
111	794	1043
112	931	1047
113	618	1045
114	620	684
115	661	635
116	0	382
117	246	1046
118	686	346
119	21	561
120	676	327
121	484	656
122	211	270
123	850	921
124	831	898
125	350	684
126	624	298
127	810	32
128	653	969
129	639	138
130	501	19
131	952	1044
132	692	1023
133	890	944
134	768	472
135	214	0
136	962	978
137	298	1018
138	342	682
139	22	610
140	681	268
141	10	540
142	0	643
