 	X	Y
1	269	839
2	284	854
3	275	837
4	280	859
5	270	861
6	264	888
7	279	853
8	271	875
9	270	893
10	286	883
11	928	636
12	939	670
13	283	830
14	268	919
15	724	734
16	278	873
17	894	642
18	841	800
19	896	633
20	873	597
21	258	908
22	923	629
23	796	759
24	819	963
25	291	765
26	698	857
27	703	834
28	272	817
29	782	777
30	691	865
31	653	1002
32	278	751
33	884	612
34	797	1044
35	901	619
36	710	831
37	751	1013
38	879	630
39	917	994
40	290	870
41	679	991
42	721	1043
43	901	643
44	703	977
45	638	802
46	889	1044
47	791	1029
48	801	838
49	637	840
50	933	623
51	889	1021
52	711	1044
53	737	855
54	709	712
55	703	994
56	795	983
57	790	770
58	855	1028
59	714	720
60	920	593
61	799	865
62	810	730
63	727	989
64	975	742
65	959	678
66	900	1022
67	739	734
68	322	1044
69	720	974
70	626	1042
71	835	813
72	870	1020
73	871	1049
74	823	712
75	822	743
76	715	704
77	232	980
78	934	696
79	876	1017
80	809	717
81	751	918
82	666	1010
83	699	925
84	786	721
85	207	1015
86	707	948
87	627	986
88	337	1023
89	942	638
90	904	966
91	722	1002
92	847	903
93	861	828
94	176	1020
95	898	970
96	717	908
97	314	1020
