 	X	Y
1	806	6
2	778	0
3	785	4
4	773	5
5	791	4
6	763	0
7	774	63
8	780	42
9	341	685
10	792	51
11	809	79
12	796	9
13	775	31
14	776	256
15	786	27
16	781	16
17	926	163
18	799	0
19	868	187
20	890	1025
21	798	59
22	829	5
23	782	63
24	768	39
25	818	1
26	748	0
27	802	31
28	636	91
29	890	1009
30	794	1044
31	613	1020
32	810	29
33	784	81
34	730	255
35	859	965
36	755	1016
37	815	27
38	778	1020
39	779	1049
40	836	2
41	678	1045
42	667	1043
43	805	1044
44	363	769
45	885	447
46	913	1027
47	912	105
48	794	1000
49	923	1012
50	807	98
51	332	667
52	825	952
53	767	1021
54	791	305
55	922	141
56	932	977
57	950	1043
58	774	275
59	685	999
60	727	1046
61	751	966
62	719	998
63	851	985
64	911	75
65	811	933
66	691	993
67	897	126
68	586	1024
69	647	1045
70	661	1023
71	236	762
72	934	97
73	950	982
74	680	968
75	931	107
76	741	1012
77	360	741
78	967	124
79	734	1009
80	954	360
81	691	1045
82	714	1022
83	886	473
84	920	1044
85	918	98
86	973	1022
87	923	75
88	849	1045
89	698	1025
90	925	104
91	931	999
92	823	292
93	967	147
94	960	1012
95	0	787
96	673	665
97	958	157
98	178	1024
99	960	112
100	192	1021
101	393	708
102	258	1043
103	748	580
104	839	26
105	920	370
106	712	658
107	745	326
