 	X	Y
1	237	1045
2	814	1026
3	844	1004
4	698	1020
5	243	1046
6	854	1049
7	846	1024
8	657	1025
9	235	1020
10	850	1028
11	809	1042
12	398	990
13	411	1024
14	700	1000
15	809	1030
16	696	935
17	692	941
18	715	998
19	392	1015
20	849	1044
21	646	1016
22	821	1010
23	720	1014
24	411	1005
25	701	937
26	633	1045
27	850	1009
28	369	1021
29	706	991
30	658	1045
31	648	1025
32	607	1041
33	711	987
34	648	1046
35	377	1042
36	615	1020
37	667	968
38	391	968
39	722	1006
40	387	998
41	658	1013
42	803	1021
43	453	1045
44	242	1022
45	298	1049
46	398	1030
47	864	893
48	642	1041
49	627	1027
50	456	1020
51	693	916
52	669	1045
53	404	1009
54	455	1032
55	807	986
56	621	1009
57	632	1012
58	704	1019
59	703	1043
60	390	984
61	709	1043
62	228	1028
63	818	984
64	825	1028
65	824	982
66	844	983
67	465	1044
68	375	1028
69	659	973
70	809	972
71	288	1012
72	658	987
73	674	962
74	653	974
75	476	1001
76	293	1024
77	834	1046
78	821	1047
79	272	1006
80	758	1045
81	390	1045
82	181	1047
