 	X	Y
1	801	2
2	926	160
3	774	5
4	778	0
5	814	3
6	822	0
7	643	93
8	809	27
9	809	8
10	640	76
11	789	58
12	638	108
13	791	6
14	777	26
15	775	65
16	801	27
17	636	92
18	786	9
19	922	139
20	863	1017
21	789	27
22	931	150
23	782	64
24	745	962
25	626	1044
26	687	1042
27	868	185
28	706	1023
29	341	683
30	767	26
31	885	955
32	809	80
33	871	1020
34	624	1022
35	731	262
36	909	150
37	896	119
38	635	71
39	781	1042
40	828	303
41	839	1019
42	885	1024
43	872	1046
44	799	1044
45	736	922
46	774	271
47	766	977
48	950	1045
49	788	295
50	755	1016
51	848	1004
52	828	971
53	959	344
54	649	1021
55	742	1023
56	735	957
57	922	1025
58	776	250
59	748	1044
60	780	42
61	898	1028
62	935	1021
63	748	1017
64	0	787
65	803	105
66	761	945
67	606	1026
68	826	1045
69	827	27
70	746	996
71	811	965
72	677	666
73	681	1005
74	803	1007
75	766	1043
76	618	1019
77	782	251
78	646	1044
79	887	442
80	0	754
81	912	104
82	879	963
83	788	89
84	233	757
85	385	694
86	663	1006
87	778	1018
88	776	996
89	920	95
90	843	942
91	788	1025
92	846	1024
93	639	691
94	163	1028
95	769	904
96	203	1020
97	184	1018
98	966	120
99	641	992
100	896	969
101	569	991
102	900	479
103	636	999
104	921	472
105	741	618
106	762	300
107	838	522
