 	X	Y
1	872	890
2	397	983
3	872	907
4	365	1041
5	373	1043
6	842	1033
7	815	1031
8	844	1003
9	708	996
10	843	1017
11	809	1042
12	390	986
13	363	1025
14	696	944
15	848	1012
16	666	1046
17	851	1042
18	875	881
19	241	1027
20	649	1045
21	387	1007
22	376	1013
23	689	932
24	720	1014
25	714	984
26	876	918
27	822	1004
28	811	1003
29	623	1046
30	667	975
31	658	1014
32	850	1028
33	806	1015
34	611	1042
35	646	1016
36	700	1026
37	407	1016
38	378	1044
39	803	1022
40	674	965
41	652	1002
42	245	1048
43	392	962
44	880	895
45	368	1011
46	658	1031
47	701	993
48	460	1046
49	641	1047
50	411	1003
51	637	1000
52	628	1026
53	362	1003
54	723	1008
55	646	1007
56	412	993
57	381	985
58	861	1045
59	292	1021
60	393	1025
61	235	1021
62	843	986
63	385	976
64	823	1023
65	867	906
66	713	1042
67	387	1024
68	719	995
69	467	1049
70	879	1044
71	808	967
72	621	1020
73	604	1014
74	634	1026
75	401	1044
76	655	979
77	615	1020
78	625	1005
79	230	1007
80	697	923
81	787	1046
82	806	983
83	698	1005
84	697	1046
85	469	1032
86	857	884
87	869	867
88	388	1049
89	774	1049
90	415	1027
91	308	1029
92	284	1049
93	660	962
94	757	1045
95	879	965
96	286	1010
97	834	958
98	825	981
99	176	1048
100	271	1004
