 	X	Y
1	880	904
2	656	1045
3	863	896
4	873	899
5	669	981
6	710	1007
7	782	1023
8	413	1020
9	908	974
10	695	934
11	721	1007
12	667	991
13	718	1012
14	400	975
15	368	1010
16	848	1040
17	397	1029
18	240	1045
19	375	1031
20	719	1022
21	713	1020
22	407	1011
23	703	1024
24	665	1042
25	235	1049
26	808	1043
27	842	998
28	920	840
29	624	1025
30	456	1047
31	647	997
32	869	908
33	662	971
34	721	1042
35	459	1033
36	651	995
37	409	996
38	845	1011
39	763	1045
40	364	1038
41	520	1028
42	534	1047
43	703	936
44	232	1020
45	622	1044
46	689	929
47	696	959
48	737	1047
49	843	1047
50	461	1015
51	660	1019
52	914	1014
53	814	1021
54	614	1031
55	622	996
56	296	1043
57	619	1004
58	413	1044
59	920	1044
60	872	875
61	862	877
62	454	1027
63	607	1046
64	750	1044
65	836	1022
66	657	1003
67	791	1042
68	811	988
69	871	1021
70	697	1045
71	707	978
72	648	1045
73	879	873
74	700	919
75	917	1000
76	767	1029
77	864	1046
78	849	1020
79	673	1042
80	457	1002
81	381	978
82	647	975
83	508	1045
84	874	1045
85	471	1043
86	885	1045
87	432	1044
88	727	1028
89	503	946
90	646	1021
91	386	1018
92	284	1028
93	188	1043
94	877	953
95	266	995
96	277	996
