 	X	Y
1	696	875
2	634	881
3	783	766
4	700	847
5	472	952
6	942	835
7	628	906
8	287	838
9	717	865
10	799	938
11	772	906
12	697	942
13	281	808
14	865	1045
15	944	816
16	263	814
17	221	977
18	270	829
19	714	985
20	916	829
21	870	926
22	849	915
23	704	973
24	634	906
25	255	995
26	900	747
27	913	626
28	543	998
29	758	998
30	622	885
31	820	1044
32	695	854
33	642	906
34	695	840
35	765	992
36	807	1047
37	654	1006
38	716	842
39	889	641
40	918	662
41	831	936
42	860	997
43	750	957
44	777	757
45	704	877
46	925	638
47	634	976
48	729	992
49	826	1046
50	928	650
51	713	736
52	782	949
53	702	1003
54	920	915
55	805	949
56	885	1047
57	611	1045
58	835	943
59	658	974
60	229	1048
61	906	656
62	706	833
63	691	1043
64	183	1012
65	633	1043
66	900	644
67	579	983
68	660	1045
69	601	1002
70	717	930
71	911	1024
72	624	975
73	272	991
74	868	1021
75	829	968
76	659	1027
77	883	646
78	923	800
79	643	997
80	904	973
81	842	958
82	838	1045
83	752	991
84	775	1045
85	746	1016
86	486	1043
87	282	1021
88	649	910
89	805	1023
90	294	1011
91	850	953
92	251	983
93	646	1012
94	407	950
95	820	967
96	314	999
97	550	1026
98	734	970
99	725	1045
100	622	1021
101	675	996
102	442	883
103	737	1030
104	582	1043
105	923	1023
106	192	1029
107	570	1044
108	904	1045
109	210	996
110	838	1020
111	489	996
112	328	985
113	699	915
114	969	946
115	965	1023
116	334	1047
