 	X	Y
1	262	808
2	897	1020
3	288	818
4	889	486
5	270	812
6	892	497
7	885	998
8	877	1049
9	283	812
10	734	1008
11	900	485
12	924	322
13	293	801
14	934	309
15	819	635
16	929	319
17	911	1040
18	211	796
19	932	1018
20	398	777
21	812	602
22	217	818
23	797	1021
24	419	812
25	813	627
26	810	1028
27	277	820
28	659	1018
29	883	504
30	782	1045
31	897	1043
32	269	763
33	920	954
34	753	983
35	935	1045
36	824	1003
37	763	1047
38	910	510
39	824	1025
40	947	1020
41	692	1046
42	750	1025
43	787	998
44	731	897
45	242	793
46	842	999
47	759	933
48	690	929
49	692	1019
50	763	1019
51	721	1026
52	975	175
53	787	942
54	831	999
55	865	596
56	756	960
57	764	945
58	772	919
59	614	625
60	868	985
61	294	1023
62	920	503
63	789	965
64	731	719
65	965	391
66	176	1045
67	411	808
68	928	1047
69	165	1020
70	855	952
71	800	742
72	749	942
73	926	621
74	717	703
