 	X	Y
1	815	1029
2	872	890
3	844	1003
4	809	1042
5	843	1018
6	238	1047
7	872	899
8	399	990
9	720	1014
10	842	1032
11	850	1028
12	397	983
13	851	1042
14	365	1040
15	235	1021
16	373	1042
17	646	1016
18	243	1046
19	847	1012
20	692	942
21	411	1004
22	658	1031
23	659	1045
24	658	1014
25	821	1004
26	803	1021
27	707	995
28	365	1020
29	630	1044
30	649	1046
31	667	969
32	722	1006
33	390	986
34	701	997
35	698	1020
36	689	932
37	387	1006
38	607	1041
39	615	1020
40	635	1044
41	241	1026
42	643	1041
43	628	1026
44	458	1020
45	652	1002
46	388	998
47	453	1045
48	637	1001
49	696	943
50	674	963
51	392	963
52	298	1049
53	719	993
54	398	1033
55	809	1029
56	806	1015
57	407	1015
58	363	1003
59	404	1005
60	807	985
61	415	1027
62	701	938
63	818	984
64	653	975
65	811	1003
66	824	982
67	693	917
68	861	1045
69	843	984
70	292	1022
71	709	1043
72	393	1025
73	467	1048
74	604	1013
75	632	1013
76	809	970
77	684	1044
78	707	1025
79	837	1046
80	621	1019
81	665	1020
82	635	984
83	474	1005
84	306	1035
85	821	1047
86	833	957
87	272	1005
88	390	1045
89	757	1045
