 	X	Y
1	750	27
2	653	54
3	663	49
4	735	40
5	746	28
6	654	32
7	785	7
8	652	76
9	793	4
10	731	27
11	789	0
12	726	47
13	635	68
14	774	4
15	532	641
16	507	637
17	542	648
18	636	97
19	631	108
20	660	41
21	679	161
22	629	70
23	707	60
24	620	76
25	705	67
26	757	23
27	525	651
28	580	210
29	766	10
30	824	8
31	643	46
32	498	643
33	759	492
34	632	128
35	641	71
36	570	216
37	674	157
38	520	633
39	756	66
40	802	2
41	720	52
42	808	1045
43	756	45
44	814	4
45	837	3
46	731	71
47	831	5
48	27	543
49	652	339
50	741	74
51	568	193
52	732	9
53	703	103
54	742	58
55	871	978
56	646	120
57	732	1043
58	728	1018
59	671	630
60	661	184
61	557	100
62	633	87
63	603	143
64	889	1022
65	661	1044
66	645	24
67	650	107
68	782	29
69	908	1002
70	658	158
71	211	270
72	669	158
73	705	84
74	675	76
75	629	1009
76	898	1011
77	463	0
78	829	1009
79	767	54
80	964	1045
81	723	149
82	693	595
83	660	19
84	857	1044
85	870	1015
86	748	1023
87	0	667
88	558	6
89	838	984
90	834	1043
91	738	979
92	699	982
93	933	1048
94	672	648
95	730	224
96	888	150
97	756	999
98	453	9
99	817	1049
100	505	686
101	690	1009
102	770	1026
103	926	105
104	827	47
105	631	1043
106	684	1042
107	921	1040
108	681	631
109	722	122
110	606	1021
111	618	662
112	822	911
113	823	31
114	772	1043
115	204	268
116	233	727
117	694	62
118	907	1047
119	195	5
120	618	5
121	670	177
122	471	653
123	601	161
124	798	952
125	795	913
126	917	940
127	938	915
128	563	26
129	0	196
