 	X	Y
1	656	55
2	652	47
3	779	4
4	626	67
5	658	48
6	782	16
7	649	34
8	647	58
9	0	692
10	647	80
11	787	9
12	631	96
13	823	41
14	650	71
15	652	87
16	927	130
17	651	62
18	632	61
19	772	0
20	766	8
21	790	60
22	802	7
23	797	9
24	795	68
25	815	48
26	807	0
27	671	996
28	810	5
29	646	115
30	575	188
31	785	31
32	772	30
33	641	76
34	762	1025
35	891	987
36	796	36
37	836	4
38	577	202
39	760	1002
40	681	651
41	837	45
42	806	62
43	769	1000
44	933	130
45	672	1021
46	812	1046
47	619	1043
48	805	21
49	582	633
50	303	723
51	776	1024
52	939	1046
53	917	124
54	725	260
55	786	229
56	773	1047
57	896	141
58	738	1002
59	338	679
60	754	1049
61	839	20
62	777	179
63	687	1045
64	916	1021
65	363	663
66	662	65
67	903	1025
68	639	745
69	343	658
70	801	80
71	730	1021
72	668	1044
73	778	105
74	901	1044
75	649	992
76	890	110
77	947	1043
78	637	966
79	670	694
80	244	668
81	890	1024
82	799	1044
83	794	1016
84	867	997
85	652	104
86	654	929
87	619	13
88	849	1025
89	881	1004
90	788	970
91	849	1044
92	826	1000
93	884	97
94	772	317
95	940	96
96	0	718
97	881	970
98	720	1012
99	732	955
100	767	940
101	881	174
102	164	1027
103	833	890
104	885	936
105	314	731
106	666	156
107	723	538
108	914	883
109	591	633
110	799	348
111	683	142
112	960	324
