 	X	Y
1	768	35
2	795	51
3	789	6
4	770	54
5	781	5
6	774	3
7	766	0
8	801	28
9	763	37
10	782	52
11	796	6
12	362	752
13	787	44
14	915	89
15	811	0
16	791	31
17	923	490
18	902	436
19	970	151
20	753	1000
21	924	91
22	884	459
23	241	774
24	0	785
25	948	99
26	747	1005
27	394	706
28	721	963
29	924	391
30	868	973
31	925	104
32	961	178
33	729	1027
34	915	990
35	778	1045
36	769	1025
37	939	381
38	607	639
39	938	999
40	698	1043
41	873	1027
42	778	1023
43	827	588
44	733	973
45	744	991
46	757	1049
47	278	790
48	814	1020
49	740	1042
50	926	1046
51	886	139
52	717	994
53	809	49
54	960	89
55	594	1009
56	884	489
57	893	1030
58	686	1048
59	661	1043
60	298	774
61	794	300
62	826	1042
63	257	780
64	723	1023
65	711	1049
66	844	961
67	245	1044
68	954	87
69	853	980
70	179	1045
71	824	995
72	929	380
73	616	1020
74	653	1042
75	690	969
76	435	713
77	210	1001
78	914	1025
79	213	1044
80	800	541
81	892	976
82	670	1011
83	948	510
84	941	297
85	759	25
86	852	897
87	554	1043
88	211	759
89	0	763
