 	X	Y
1	279	875
2	267	856
3	274	837
4	927	654
5	269	833
6	729	759
7	267	873
8	272	871
9	930	679
10	796	766
11	276	855
12	695	819
13	282	848
14	886	636
15	721	726
16	889	630
17	696	849
18	689	830
19	839	1024
20	287	846
21	716	872
22	269	891
23	709	862
24	791	756
25	763	886
26	285	892
27	937	639
28	891	669
29	916	615
30	880	798
31	902	725
32	897	733
33	781	853
34	688	907
35	869	838
36	855	797
37	282	914
38	716	719
39	935	655
40	823	984
41	723	1042
42	642	859
43	639	832
44	750	1044
45	283	940
46	853	1045
47	724	694
48	798	868
49	637	900
50	861	999
51	712	976
52	975	765
53	884	842
54	929	625
55	586	921
56	821	734
57	886	827
58	771	927
59	666	930
60	975	1044
61	914	990
62	880	641
63	791	884
64	945	1045
65	709	905
66	828	1042
67	730	942
68	187	909
69	706	832
70	970	774
71	337	1020
72	743	1023
73	218	909
74	942	1001
75	728	737
76	790	1023
77	740	854
78	753	935
79	717	991
80	702	865
81	664	1011
82	677	969
83	667	1043
84	660	1045
85	944	981
86	542	933
87	450	847
88	686	877
89	741	964
90	871	1045
91	919	1011
92	737	746
93	764	1023
94	780	877
95	262	1045
96	693	1022
97	767	903
98	769	1044
99	861	1025
100	886	972
101	644	1027
102	891	611
103	802	905
104	170	1045
105	430	937
106	276	1044
107	731	874
108	241	974
109	185	891
110	242	1002
111	678	923
112	955	687
113	190	1001
