 	X	Y
1	655	46
2	539	660
3	653	61
4	505	644
5	689	44
6	651	54
7	741	6
8	529	664
9	698	36
10	533	643
11	495	649
12	537	653
13	664	53
14	518	647
15	511	641
16	651	83
17	644	62
18	538	638
19	636	96
20	682	59
21	533	684
22	669	49
23	625	91
24	720	30
25	719	13
26	746	7
27	726	9
28	622	62
29	754	1
30	575	199
31	680	172
32	542	677
33	683	79
34	730	35
35	687	70
36	708	37
37	702	43
38	28	532
39	551	3
40	563	126
41	503	677
42	660	172
43	783	5
44	675	61
45	732	20
46	804	6
47	713	29
48	0	642
49	666	82
50	632	139
51	773	9
52	746	23
53	702	77
54	677	306
55	843	1006
56	617	669
57	0	190
58	198	271
59	652	350
60	634	74
61	708	170
62	774	1016
63	745	34
64	763	484
65	69	674
66	581	192
67	209	258
68	673	173
69	749	975
70	768	1010
71	775	26
72	518	688
73	757	31
74	701	1021
75	709	15
76	582	220
77	915	1042
78	727	1018
79	699	1006
80	928	1048
81	475	673
82	892	1044
83	480	684
84	468	669
85	836	0
86	637	991
87	697	620
88	28	550
89	705	1042
90	820	282
91	917	1015
92	725	76
93	823	2
94	883	1018
95	664	188
96	640	3
97	646	323
98	647	1045
99	914	1024
100	762	47
101	827	1049
102	538	0
103	720	1012
104	779	371
105	786	1046
106	712	990
107	561	7
108	737	1043
109	566	192
110	665	27
111	612	44
112	839	1044
113	743	546
114	794	22
115	260	704
116	666	997
117	807	975
118	705	108
119	632	48
120	578	231
121	678	347
122	906	972
123	698	7
124	805	42
125	668	1012
126	668	622
127	782	23
128	915	997
129	225	706
130	736	82
131	542	27
132	934	994
133	564	90
134	520	9
135	644	1023
136	728	993
137	621	128
138	819	937
139	256	1025
140	687	161
141	773	977
142	20	653
143	200	1045
144	182	600
145	619	975
146	341	586
147	926	98
