 	X	Y
1	237	1044
2	815	1015
3	854	1049
4	809	1029
5	392	1016
6	821	1010
7	698	1020
8	695	935
9	657	1025
10	412	1023
11	242	1045
12	845	1048
13	716	999
14	810	1019
15	700	1001
16	844	1004
17	843	1022
18	385	999
19	852	1023
20	399	996
21	702	1013
22	234	1019
23	704	987
24	850	1029
25	850	1009
26	374	1029
27	369	1022
28	633	1045
29	696	1044
30	810	998
31	647	1043
32	371	1012
33	700	936
34	391	968
35	407	1000
36	242	1021
37	669	1045
38	692	915
39	709	1028
40	389	981
41	633	1011
42	811	977
43	407	1026
44	706	1046
45	658	1046
46	621	1013
47	657	1009
48	455	1030
49	648	1025
50	668	964
51	411	1005
52	807	985
53	465	1044
54	615	1002
55	404	1010
56	289	1013
57	615	1019
58	844	981
59	719	1025
60	642	1018
61	686	910
62	626	1027
63	651	1013
64	824	993
65	458	1043
66	664	1034
67	399	1028
68	384	987
69	415	979
70	675	956
71	659	972
72	312	1042
73	827	1044
74	652	994
75	388	1032
76	173	1049
77	298	1048
78	821	1049
79	723	1045
80	758	1045
81	481	992
82	272	1009
83	307	993
