 	X	Y
1	771	29
2	792	1
3	771	38
4	784	0
5	779	5
6	793	45
7	767	48
8	777	39
9	795	8
10	394	705
11	788	42
12	801	54
13	790	30
14	914	99
15	798	61
16	923	493
17	970	153
18	769	64
19	728	703
20	807	3
21	641	1045
22	798	21
23	903	441
24	626	1019
25	783	54
26	885	467
27	778	996
28	767	968
29	794	1023
30	891	478
31	430	721
32	923	94
33	762	39
34	652	975
35	838	1006
36	870	1044
37	768	1007
38	201	1046
39	812	546
40	868	1019
41	820	1007
42	928	381
43	241	774
44	818	945
45	916	1009
46	881	995
47	912	1021
48	901	1044
49	922	1042
50	850	1046
51	828	1008
52	755	1020
53	772	1041
54	641	1022
55	258	784
56	699	1041
57	800	544
58	843	1028
59	960	91
60	905	1023
61	873	989
62	857	1024
63	879	943
64	839	0
65	755	25
66	915	974
67	861	1011
68	771	949
69	876	1040
70	962	180
71	941	300
72	211	762
73	817	623
74	810	1016
75	897	1001
76	684	1043
77	844	960
78	629	1044
79	218	989
80	591	602
81	597	621
82	654	950
83	741	981
84	966	170
85	936	1022
86	869	1007
87	676	1002
88	823	1043
89	957	1045
90	862	920
91	713	874
92	811	972
93	163	1044
94	884	148
95	954	89
96	948	101
97	757	0
98	728	923
99	741	626
100	326	1045
101	748	317
102	946	371
