 	X	Y
1	263	810
2	259	805
3	288	819
4	900	485
5	270	814
6	398	777
7	889	486
8	928	325
9	885	504
10	419	812
11	885	998
12	928	1047
13	919	1019
14	813	603
15	819	635
16	812	627
17	855	1041
18	920	988
19	779	996
20	759	1033
21	774	1024
22	277	822
23	692	1019
24	292	803
25	211	797
26	898	505
27	725	1042
28	217	818
29	731	897
30	602	613
31	877	1046
32	824	1003
33	829	948
34	897	1020
35	797	1021
36	705	980
37	769	995
38	818	1044
39	745	1041
40	683	999
41	839	987
42	697	928
43	970	1025
44	909	506
45	831	999
46	800	741
47	674	1047
48	635	1045
49	870	700
50	726	728
51	908	1044
52	764	978
53	943	1003
54	911	614
55	926	622
56	759	932
57	710	937
58	781	910
59	410	808
60	248	1045
61	171	1001
62	870	720
63	690	929
64	726	700
65	165	1045
66	220	1020
67	944	631
68	975	176
