 	X	Y
1	926	139
2	839	35
3	782	5
4	774	21
5	800	3
6	794	0
7	805	2
8	645	87
9	657	46
10	342	665
11	831	4
12	769	6
13	631	73
14	900	155
15	787	16
16	646	57
17	630	112
18	781	55
19	782	26
20	900	997
21	337	671
22	883	985
23	837	53
24	764	1045
25	679	703
26	822	6
27	630	57
28	802	79
29	927	1002
30	809	34
31	680	720
32	833	75
33	658	1015
34	917	130
35	776	1001
36	809	79
37	651	41
38	806	48
39	797	1044
40	881	178
41	916	1042
42	364	672
43	673	1042
44	0	704
45	637	735
46	675	647
47	819	54
48	673	681
49	787	1045
50	331	685
51	639	1005
52	645	110
53	814	31
54	0	786
55	809	1017
56	943	108
57	774	61
58	826	965
59	910	1026
60	187	1021
61	755	0
62	947	1041
63	825	30
64	941	1042
65	727	1005
66	843	999
67	865	1043
68	872	990
69	582	636
70	729	945
71	771	311
72	818	102
73	312	723
74	694	1018
75	733	251
76	891	116
77	771	248
78	722	1039
79	803	1002
80	855	1004
81	243	670
82	690	1031
83	831	1022
84	801	903
85	719	988
86	877	1022
87	784	1002
88	960	329
89	188	997
90	813	172
91	695	1045
92	788	234
93	181	1016
94	936	911
95	625	44
96	909	953
97	123	737
98	781	83
99	834	265
100	546	56
101	254	1044
102	881	440
103	786	318
104	742	647
105	130	741
