 	X	Y
1	714	856
2	636	888
3	286	844
4	711	849
5	898	741
6	784	754
7	269	940
8	813	917
9	913	631
10	716	718
11	669	942
12	699	854
13	766	919
14	698	838
15	631	891
16	893	741
17	838	955
18	751	1045
19	271	831
20	797	932
21	264	817
22	720	953
23	706	854
24	700	946
25	825	1007
26	917	837
27	914	617
28	637	865
29	898	720
30	717	880
31	700	874
32	823	995
33	614	1028
34	910	658
35	836	975
36	723	920
37	743	945
38	792	948
39	942	845
40	687	982
41	720	971
42	718	931
43	596	926
44	466	1006
45	918	649
46	889	632
47	706	875
48	290	827
49	835	1021
50	262	945
51	831	906
52	646	899
53	712	996
54	272	887
55	709	748
56	898	762
57	691	860
58	443	881
59	732	1045
60	745	1021
61	712	939
62	270	958
63	779	956
64	478	940
65	753	942
66	934	668
67	726	998
68	876	982
69	681	981
70	943	808
71	917	856
72	895	982
73	665	1047
74	819	954
75	634	1045
76	926	886
77	879	1043
78	209	1019
79	744	1042
80	924	652
81	899	636
82	840	937
83	776	975
84	486	989
85	609	1043
86	862	1021
87	623	881
88	646	953
89	808	997
90	814	1022
91	639	983
92	915	1045
93	726	719
94	417	1044
95	678	1042
96	917	955
97	747	973
98	676	997
99	921	1003
100	260	889
101	249	1001
102	784	926
103	708	918
104	854	984
105	304	998
106	179	987
107	349	960
108	217	1042
109	233	1001
110	257	1045
111	755	1018
112	177	1022
113	353	1045
114	229	973
115	954	920
116	407	947
117	589	961
