 	X	Y
1	872	907
2	872	890
3	709	1000
4	363	1025
5	397	981
6	880	895
7	875	882
8	788	1049
9	816	1042
10	714	985
11	376	1014
12	696	944
13	667	976
14	390	986
15	666	1047
16	366	1043
17	374	1021
18	842	1034
19	847	1017
20	812	1013
21	373	1043
22	240	1045
23	245	1048
24	461	1043
25	693	923
26	708	1049
27	867	906
28	379	1046
29	386	1008
30	623	1046
31	240	1028
32	652	1025
33	662	1020
34	654	1044
35	723	1012
36	843	990
37	689	931
38	810	1042
39	641	1047
40	824	1023
41	380	986
42	387	1024
43	646	1007
44	854	1043
45	844	1003
46	811	1003
47	722	993
48	717	1024
49	235	1045
50	698	1005
51	611	1042
52	406	1025
53	392	962
54	712	1043
55	453	1040
56	619	1029
57	230	1049
58	716	1007
59	291	1020
60	622	1021
61	408	1004
62	807	1016
63	632	1019
64	673	967
65	388	1048
66	232	1020
67	386	973
68	857	885
69	460	1024
70	701	992
71	412	993
72	396	1003
73	700	1026
74	374	998
75	637	1016
76	650	985
77	636	999
78	468	1019
79	664	1003
80	625	1004
81	861	1045
82	668	956
83	230	1007
84	827	1043
85	696	1045
86	362	1003
87	368	1011
88	868	866
89	808	966
90	661	964
91	694	965
92	757	1044
93	884	1028
94	734	1023
95	887	972
96	689	954
97	400	1044
98	286	1009
99	284	1047
100	308	1027
101	415	1042
102	819	963
103	176	1047
104	268	1003
105	537	1048
