 	X	Y
1	285	860
2	274	845
3	280	863
4	265	840
5	266	861
6	279	839
7	270	908
8	272	884
9	273	896
10	728	748
11	285	886
12	269	870
13	279	893
14	930	645
15	923	630
16	687	846
17	699	846
18	285	906
19	809	721
20	894	633
21	881	614
22	920	597
23	912	1006
24	711	844
25	937	681
26	915	1025
27	692	801
28	704	848
29	701	830
30	274	823
31	740	874
32	266	932
33	792	871
34	899	721
35	752	1043
36	637	997
37	815	742
38	823	719
39	868	1042
40	722	704
41	893	1043
42	912	1044
43	736	737
44	714	942
45	755	1025
46	262	875
47	290	867
48	967	647
49	276	928
50	963	697
51	693	825
52	760	1010
53	793	736
54	622	941
55	725	980
56	683	1019
57	725	721
58	829	988
59	253	942
60	687	894
61	184	1016
62	929	668
63	711	874
64	772	1044
65	288	755
66	924	991
67	700	1017
68	926	1021
69	855	814
70	936	627
71	807	989
72	618	960
73	926	1043
74	788	980
75	635	1020
76	779	1007
77	876	1045
78	733	941
79	737	915
80	853	1002
81	699	867
82	657	1043
83	290	779
84	943	662
85	931	616
86	797	849
87	752	977
88	934	996
89	334	1044
90	637	834
91	910	612
92	686	1044
93	813	1042
94	732	1022
95	709	900
96	856	784
97	405	1044
98	846	894
99	715	708
100	834	1012
101	275	1043
102	172	1004
103	673	975
104	801	822
105	794	754
106	812	857
107	845	962
108	918	665
109	287	953
110	642	808
111	840	792
112	198	1019
113	868	869
114	863	1024
115	635	811
116	740	839
117	905	593
118	785	703
119	834	802
