 	X	Y
1	268	826
2	282	831
3	276	837
4	864	649
5	264	820
6	287	837
7	258	818
8	281	815
9	921	615
10	707	735
11	256	912
12	270	853
13	276	748
14	932	622
15	274	863
16	723	992
17	765	1020
18	263	839
19	823	710
20	775	1017
21	647	840
22	715	728
23	665	1044
24	622	658
25	643	1008
26	926	655
27	812	642
28	216	810
29	721	717
30	857	1044
31	896	1043
32	868	1046
33	827	737
34	800	1043
35	936	1028
36	892	1022
37	743	736
38	671	966
39	962	1013
40	942	653
41	863	1020
42	601	640
43	926	1044
44	769	1044
45	779	785
46	794	1043
47	740	937
48	816	1042
49	914	1000
50	695	778
51	828	1042
52	755	1044
53	833	973
54	652	1045
55	792	796
56	871	994
57	629	641
58	677	1044
59	788	999
60	747	762
61	291	810
62	704	1041
63	808	940
64	721	1005
65	883	1044
66	250	958
67	953	1046
68	729	737
69	781	957
70	899	1012
71	704	891
72	658	855
73	864	578
74	290	750
75	747	1018
76	203	1049
77	754	760
78	771	816
79	819	769
80	834	935
81	805	696
82	849	987
83	703	1014
84	759	816
85	381	869
86	867	817
87	224	998
88	718	759
89	890	516
90	398	776
