 	X	Y
1	778	6
2	799	3
3	927	145
4	678	698
5	770	5
6	900	158
7	839	56
8	627	86
9	808	7
10	781	55
11	673	681
12	833	74
13	631	102
14	635	71
15	763	5
16	785	0
17	818	4
18	797	24
19	680	720
20	643	68
21	781	29
22	790	22
23	343	671
24	849	1024
25	784	20
26	937	1044
27	728	257
28	825	6
29	758	0
30	889	1043
31	822	73
32	789	57
33	654	1026
34	645	88
35	781	79
36	800	1026
37	879	180
38	657	1044
39	645	1043
40	765	310
41	779	1030
42	641	111
43	731	278
44	817	54
45	772	253
46	817	82
47	698	1026
48	753	1045
49	811	96
50	0	753
51	834	27
52	678	677
53	834	280
54	660	969
55	740	1023
56	751	999
57	960	333
58	654	953
59	942	113
60	683	1018
61	0	770
62	961	1045
63	210	1045
64	953	1044
65	881	442
66	962	1008
67	337	674
68	604	1041
69	781	961
70	651	127
71	922	154
72	806	1044
73	856	983
74	925	964
75	874	917
76	892	116
77	897	107
78	899	1025
79	731	1044
80	708	1021
81	680	1040
82	821	1021
83	776	1014
84	706	1044
85	910	985
86	856	1003
87	662	949
88	730	984
89	824	989
90	646	726
91	161	1031
92	766	1017
93	896	985
94	400	701
95	839	112
96	922	86
97	606	978
98	720	939
99	606	645
100	767	50
101	830	917
102	825	97
103	119	736
104	691	611
