 	X	Y
1	893	498
2	258	802
3	270	811
4	882	504
5	283	811
6	897	1021
7	932	1019
8	294	801
9	933	308
10	293	823
11	208	788
12	924	320
13	813	627
14	947	1021
15	894	477
16	778	1047
17	734	1008
18	911	1040
19	796	1041
20	590	643
21	824	1026
22	411	808
23	975	169
24	277	818
25	719	1013
26	165	1022
27	889	1006
28	861	1043
29	749	942
30	755	1021
31	241	792
32	926	1023
33	815	992
34	821	606
35	294	1023
36	810	1029
37	216	811
38	723	739
39	736	1042
40	749	1026
41	804	1044
42	870	1025
43	177	1045
44	831	1019
45	815	959
46	898	1043
47	865	596
48	853	1015
49	399	781
50	920	502
51	861	996
52	814	660
53	965	391
54	659	1019
55	860	626
56	671	1044
57	269	763
58	784	1022
59	807	923
60	876	937
61	787	894
62	797	1022
63	732	740
64	260	1023
65	701	780
66	625	889
67	885	167
