 	X	Y
1	264	818
2	260	811
3	287	827
4	600	621
5	898	509
6	897	1024
7	394	776
8	920	1043
9	276	828
10	291	811
11	253	806
12	825	995
13	215	799
14	892	491
15	927	317
16	696	999
17	751	975
18	599	635
19	813	633
20	726	737
21	932	610
22	814	1021
23	727	706
24	212	825
25	932	341
26	866	998
27	648	995
28	851	1043
29	795	1046
30	269	803
31	844	1023
32	658	1047
33	929	1023
34	400	769
35	895	1002
36	761	1045
37	948	1043
38	800	731
39	680	1045
40	238	1044
41	868	913
42	863	619
43	752	945
44	824	700
45	723	987
46	936	992
47	712	1041
48	901	1044
49	673	979
50	652	1046
51	677	968
52	914	621
53	887	1045
54	273	756
55	880	950
56	773	1016
57	680	854
58	183	1024
59	862	1045
60	859	597
61	826	966
62	259	875
63	741	986
64	194	1045
65	803	747
66	241	1025
67	375	1047
68	696	770
69	254	923
70	803	717
71	620	641
72	854	654
73	421	804
74	741	769
