 	X	Y
1	632	889
2	706	930
3	923	828
4	859	895
5	666	1010
6	648	1023
7	219	992
8	396	955
9	429	1018
10	943	828
11	326	1004
12	429	1009
13	397	1048
14	729	1026
15	668	995
16	660	990
17	649	988
18	634	996
19	869	896
20	842	994
21	649	1046
22	910	957
23	642	997
24	696	928
25	644	1038
26	673	1046
27	657	1011
28	666	976
29	929	818
30	860	919
31	394	987
32	707	1044
33	699	952
34	854	908
35	709	858
36	826	1019
37	876	913
38	820	1024
39	716	1021
40	288	1046
41	595	1044
42	428	996
43	737	1022
44	969	1044
45	625	901
46	701	858
47	774	1026
48	204	1043
49	905	1008
50	710	1021
51	247	1043
52	865	917
53	313	1049
54	815	1043
55	622	1044
56	634	1044
57	610	1047
58	361	1047
59	432	1044
60	726	1046
61	819	1000
62	770	1044
63	856	982
64	885	990
65	675	1028
66	182	1044
67	171	1028
68	833	989
69	824	1042
70	621	1016
71	495	1044
72	884	1047
73	841	1018
74	533	1024
75	756	1023
76	761	1005
77	503	940
78	943	942
79	887	1023
80	741	1044
81	920	977
82	206	1026
83	934	980
84	847	1045
85	507	1044
86	323	1049
87	585	1045
88	904	985
89	866	976
90	415	1046
91	909	973
92	939	959
93	192	1026
94	791	974
95	549	1046
96	274	1029
97	255	1030
98	754	1047
99	786	1002
100	960	1017
101	498	1014
102	184	1022
103	956	927
104	963	964
105	699	825
106	367	983
107	872	864
108	922	643
109	297	812
