 	X	Y
1	888	970
2	848	992
3	390	1010
4	882	977
5	860	889
6	876	907
7	661	1047
8	700	931
9	838	984
10	838	998
11	646	990
12	869	904
13	867	898
14	705	1029
15	368	1028
16	397	1015
17	399	966
18	708	1042
19	666	1003
20	908	989
21	723	1027
22	712	1031
23	643	1009
24	662	994
25	624	1007
26	655	1044
27	697	923
28	918	837
29	364	1044
30	766	1045
31	857	1004
32	664	985
33	924	827
34	628	1022
35	645	1045
36	714	1042
37	711	1005
38	726	1044
39	928	836
40	718	1026
41	627	875
42	705	944
43	668	966
44	672	988
45	296	1027
46	794	1045
47	759	1046
48	656	992
49	762	1023
50	653	979
51	499	951
52	629	998
53	499	936
54	903	966
55	429	1009
56	672	1004
57	413	1044
58	866	1013
59	367	992
60	408	1045
61	635	871
62	273	1046
63	283	1020
64	619	1033
65	866	874
66	770	999
67	899	1002
68	499	1042
69	628	1043
70	529	1049
71	798	1006
72	548	1023
73	842	1022
74	880	1020
75	837	1041
76	787	1020
77	875	1049
78	360	1024
79	807	1030
80	462	1046
81	538	1023
82	440	1045
83	433	1047
84	252	1046
85	826	1013
86	937	972
87	398	1045
88	785	999
89	889	1022
90	240	1045
91	232	1007
92	405	1020
93	779	1008
94	818	1045
95	476	1020
96	850	1046
97	281	1044
98	408	982
99	927	1020
100	870	1029
101	808	983
102	678	1045
103	645	963
104	741	1027
105	875	886
106	706	845
107	955	1023
108	903	1044
109	465	1003
110	325	1045
111	197	1047
112	953	955
113	928	855
