 	X	Y
1	263	815
2	260	809
3	287	826
4	394	778
5	271	820
6	292	811
7	599	634
8	800	732
9	927	327
10	892	491
11	216	799
12	812	626
13	600	620
14	751	976
15	803	747
16	897	1025
17	726	738
18	867	1028
19	868	913
20	727	705
21	283	818
22	809	607
23	712	1042
24	876	1004
25	927	316
26	920	1044
27	696	999
28	859	597
29	419	811
30	932	609
31	849	1018
32	818	636
33	652	1046
34	900	1045
35	762	1008
36	851	1044
37	912	998
38	824	699
39	892	1043
40	932	339
41	943	638
42	686	1044
43	799	1011
44	826	966
45	269	801
46	947	1044
47	212	836
48	238	1044
49	253	856
50	805	761
51	785	1022
52	632	1021
53	236	1019
54	863	572
55	783	885
56	915	621
57	189	1049
58	217	1043
59	828	905
60	696	769
