 	X	Y
1	647	47
2	775	4
3	655	39
4	652	49
5	651	63
6	660	34
7	783	4
8	636	68
9	625	65
10	660	51
11	665	47
12	805	32
13	576	198
14	770	0
15	817	32
16	677	153
17	927	122
18	764	111
19	661	155
20	817	51
21	779	34
22	822	5
23	782	16
24	834	29
25	801	5
26	631	112
27	823	53
28	775	31
29	813	27
30	640	90
31	796	45
32	642	62
33	683	155
34	583	625
35	785	46
36	824	32
37	797	26
38	895	136
39	676	128
40	677	641
41	671	153
42	710	1000
43	639	130
44	756	1019
45	838	5
46	758	98
47	681	648
48	805	61
49	857	1026
50	963	1044
51	727	272
52	791	60
53	843	1021
54	624	49
55	782	1006
56	623	1041
57	774	67
58	0	699
59	839	59
60	659	7
61	924	1026
62	766	978
63	957	1049
64	836	919
65	745	1000
66	663	979
67	738	239
68	895	964
69	658	1044
70	727	553
71	743	1042
72	734	1023
73	936	1044
74	913	1012
75	897	1046
76	573	211
77	900	1002
78	363	663
79	958	1022
80	850	997
81	873	196
82	702	968
83	873	1044
84	909	1045
85	259	673
86	669	66
87	718	1000
88	245	651
89	805	1045
90	303	733
91	881	1025
92	208	1019
93	649	132
94	831	1000
95	787	986
96	776	1026
97	654	966
98	766	228
99	648	1043
100	887	1047
101	681	697
102	832	263
103	598	650
104	770	324
105	728	45
106	701	985
107	342	670
108	883	167
109	810	931
110	793	220
111	905	975
112	607	1017
113	773	257
114	642	1043
115	533	616
116	512	617
117	777	181
118	536	664
119	333	705
120	860	913
121	481	658
122	569	1022
123	587	660
124	706	635
125	590	628
126	789	326
127	903	140
128	0	729
